대피장소명,세부위치명,수용인원,도로명주소,위도,경도,설치년도,설치형태,관리기관전화번호,관리기관명,데이터기준일자
서천중학교,학교,300,충청남도 서천군 서천읍 충절로 97(군사리),36.07546085,126.6934957,2023,화학사고,041-950-4332,충청남도 서천군 안전건설국 환경보호과,2023-08-07
서천국민체육센터,체육관,1626,충청남도 서천군 마서면 마서로 400(옥산리),36.059259,126.664869,2023,화학사고,041-950-4332,충청남도 서천군 안전건설국 환경보호과,2023-08-07
내서초등학교,2층 강당(꿈나무),1242,대구광역시 서구 달구벌대로371길 35(내당동),35.86368945,128.5664093,2022,화학사고,053-663-2604,대구광역시 서구 복지생활국 생활환경과,2021-09-27
대구서구국민체육센터,1층 체육관,2012,대구광역시 서구 문화로 72(이현동),35.87343765,128.540928,2022,화학사고,053-663-2604,대구광역시 서구 복지생활국 생활환경과,2021-09-27
서구문화회관,1층 공연장,2121,대구광역시 서구 당산로 403(이현동),35.87279026,128.5456007,2022,화학사고,053-663-2604,대구광역시 서구 복지생활국 생활환경과,2021-09-27
서구어린이도서관,3층 강당,787,대구광역시 서구 문화로 123(이현동),35.87425361,128.5463443,2022,화학사고,053-663-2604,대구광역시 서구 복지생활국 생활환경과,2021-09-27
대구달서초등학교,2층 다목적교실(한빛관),1292,대구광역시 서구 국채보상로34길 35(중리동),35.86651428,128.5510234,2022,화학사고,053-663-2604,대구광역시 서구 복지생활국 생활환경과,2021-09-27
서구노인복지관,4층 대강당,721,대구광역시 서구 문화로 288(평리동),35.87553764,128.5640655,2022,화학사고,053-663-2604,대구광역시 서구 복지생활국 생활환경과,2021-09-27
함양 문화예술회관,함양 문화예술회관,1076,경상남도 함양군 함양읍 필봉산길 55(교산리),35.52471832,127.722268,2021,화학사고,055-960-6115,경상남도 함양군 경제복지국 환경정책과,2025-08-20
휴천면사무소,휴천면사무소,161,경상남도 함양군 휴천면 목현옥매로 3(목현리),35.48068086,127.7502708,2021,화학사고,055-960-6115,경상남도 함양군 경제복지국 환경정책과,2025-08-20
유림면사무소,유림면사무소,186,경상남도 함양군 유림면 천왕봉로 2872-3(화촌리),35.46618502,127.7923411,2021,화학사고,055-960-6115,경상남도 함양군 경제복지국 환경정책과,2025-08-20
지곡초등학교,지곡초등학교 강당,321,경상남도 함양군 지곡면 개평길 12(개평리),35.56579342,127.7715467,2021,화학사고,055-960-6116,경상남도 함양군 경제복지국 환경정책과,2025-08-20
안의초등학교,안의초등학교 강당,303,경상남도 함양군 안의면 안의초등길 8(당본리),35.62905686,127.8088898,2021,화학사고,055-960-6115,경상남도 함양군 경제복지국 환경정책과,2025-08-20
선산청소년수련관,선산청소년수련관 생활관,268,경상북도 구미시 선산읍 단계동길 270(노상리),36.25814586,128.2912412,2024,화학사고,054-480-5272,경상북도 구미시 환경교통국 환경관리과,2022-09-01
도송중학교,본관,4277,경상북도 구미시 송동로7길 53(도량동),36.147698,128.320658,2024,화학사고,054-480-5272,경상북도 구미시 환경교통국 환경관리과,2022-09-01
구미봉곡초등학교,본관,3255,경상북도 구미시 봉곡남로1길 23(봉곡동),36.15342521,128.3039457,2024,화학사고,054-480-5272,경상북도 구미시 환경교통국 환경관리과,2022-09-01
형일초등학교,본관,1695,경상북도 구미시 형곡로14길 5-20 (형곡동),36.11449244,128.3299512,2024,화학사고,054-480-5272,경상북도 구미시 환경교통국 환경관리과,2022-09-01
형남중학교 강당,강당 2 3층,426,경상북도 구미시 형곡동로 1-3 (형곡동),36.10158458,128.3359974,2024,화학사고,054-480-5272,경상북도 구미시 환경교통국 환경관리과,2022-09-01
마북동 행정복지센터,대회의실,151,경기 용인시 기흥구 구교동로118번길 16 (마북동),37.3015797,127.117447,2025,화학사고,031-6193-2244,경기도 용인시 기후환경위생국 기후대기과,2025-07-14
남울진국민체육센터,남울진국민체육센터,1077,경북 울진군 평해읍 동해대로 717 (학곡리),36.70305927,129.4413383,2025,화학사고,054-789-6134,경상북도 울진군 안전건설국 환경위생과,2025-08-22
하남초등학교,체육관,1193,경기 하남시 천현로 109 (창우동),37.53742616,127.2221663,2025,화학사고,031-790-5744,경기도 하남시 안전환경국 환경정책과,2025-06-09
윤슬초등학교,체육관,974,경기 하남시 미사강변서로 151 (망월동),37.56366082,127.1823128,2025,화학사고,031-790-5744,경기도 하남시 안전환경국 환경정책과,2025-06-09
서부초등학교,체육관,923,경기 하남시 서하남로 161 (감일동),37.51574144,127.1620535,2025,화학사고,031-790-5744,경기도 하남시 안전환경국 환경정책과,2025-06-09
오현고등학교,체육관,2023,제주특별자치도 제주시 일주동로 101 (화북일동),33.51780188,126.5564487,2022,화학사고,064-728-3133,제주특별자치도 제주시 청정환경국 환경지도과,2024-01-17
전북119안전체험관,전북119안전체험관 재난종합체험동 1층 4D실,259,전북특별자치도 임실군 임실읍 호국로 1630(이도리),35.602746,127.282879,2022,화학사고,063-640-2963,전북특별자치도 임실군 복지환경국 환경보호과,2022-04-15
관촌초등학교,강당,920,전북특별자치도 임실군 관촌면 사선6길 11(관촌리),35.676702,127.270946,2022,화학사고,063-640-2963,전북특별자치도 임실군 복지환경국 환경보호과,2022-04-15
삼계초등학교,강당,455,전북특별자치도 임실군 삼계면 삼계1길 20-3(삼계리),35.507108,127.277154,2021,화학사고,063-640-2963,전북특별자치도 임실군 복지환경국 환경보호과,2022-04-15
대전석봉초등학교,강당,923,대전 대덕구 신탄진남로 20 (신탄진동),36.44699279,127.4347031,2024,화학사고,042-608-6865,대전광역시 대덕구 경제환경국 환경과,2025-08-22
흥천면 문화복지센터,2층 강당,192,경기 여주시 흥천면 효자로 123 (효지리),37.33156745,127.5441791,2025,화학사고,031-887-3875,경기도 여주시 흥천면,2025-07-28
유천초등학교 체육관,유천초등학교 체육관,596,대전 서구 제비네6길 69 (도마동),36.31524728,127.3755613,1998,화학사고,042-522-4604,대전광역시교육청 대전광역시서부교육지원청 대전유천초등학교,2025-08-24
대전삼천초등학교 다목적실,대전삼천초등학교 다목적실,105,대전 서구 둔산북로 232-33 (둔산동),36.35438647,127.40103,1991,화학사고,042-486-0584,대전광역시교육청 대전광역시서부교육지원청 대전삼천초등학교,2025-08-24
변동초등학교 체육관,변동초등학교 체육관,374,대전 서구 유등로 373 (변동),36.32487784,127.3858307,2016,화학사고,042-522-2389,대전광역시교육청 대전광역시서부교육지원청 대전변동초등학교,2025-08-24
월평초등학교 강당,월평초등학교 강당,253,대전 서구 월평서로 22 (월평동),36.35600496,127.3579011,1996,화학사고,042-483-3765,대전광역시교육청 대전광역시서부교육지원청 대전월평초등학교,2025-08-24
정림초등학교,정림초등학교,8523,대전 서구 정림로 32 (정림동),36.30355708,127.3667622,1992,화학사고,042-580-0900,대전광역시교육청 대전광역시서부교육지원청 대전정림초등학교,2025-08-24
서구문화원 1/5층,서구문화원 1/5층,239,대전 서구 계룡로553번길 38 (탄방동),36.34462276,127.3855666,2010,화학사고,042-288-2732,대전광역시 서구 자치행정국 문화체육과,2025-08-24
신계초등학교 강당,신계초등학교 강당,232,대전 서구 복수동로 26 (복수동),36.301984,127.3778105,2006,화학사고,042-586-5380,대전광역시교육청 대전광역시서부교육지원청 대전신계초등학교,2025-08-24
가수원중학교 강당,가수원중학교 강당,345,대전 서구 가수원로 26 (가수원동),36.29847211,127.354558,2013,화학사고,042-541-0145,대전광역시교육청 대전광역시서부교육지원청 가수원중학교,2025-08-24
중랑구청,청사 본관,769,서울특별시 중랑구 봉화산로 179(신내동),37.606699,127.092611,2024,화학사고,02-2094-2432,서울특별시 중랑구 도시환경국 맑은환경과,2023-08-18
신내1동 주민센터,본관,187,서울특별시 중랑구 용마산로129나길 35(신내동),37.605852,127.099506,2024,화학사고,02-2094-2432,서울특별시 중랑구 도시환경국 맑은환경과,2023-08-18
신내2동 주민센터,본관,108,서울특별시 중랑구 봉화산로 190(신내동),37.606347,127.094109,2024,화학사고,02-2094-2432,서울특별시 중랑구 도시환경국 맑은환경과,2023-08-18
중랑청소년수련관,본관,126,서울특별시 중랑구 용마산로 217(면목동),37.573236,127.085907,2024,화학사고,02-2094-2432,서울특별시 중랑구 도시환경국 맑은환경과,2023-08-18
정산중학교,체육관,730,충남 청양군 정산면 역말길 42 (역촌리),36.41258641,126.9561529,2020,화학사고,041-940-4194,충청남도 청양군 안전총괄과,2025-08-16
청양다목적체육관,실내체육관,1808,충남 청양군 청양읍 충절로 1199 (송방리),36.45288395,126.7925982,2024,화학사고,041-940-4878,충청남도 청양군 문화체육과,2025-08-25
청양군민체육관,실내체육관,1986,충남 청양군 청양읍 충절로 1204 (송방리),36.45368674,126.794704,2015,화학사고,041-940-4856,충청남도 청양군 문화체육과,2025-08-25
군포중앙고등학교,강당,968,경기도 군포시 송부로 239 (부곡동),37.323768,126.937139,2021,화학사고,031-390-0732,경기도 군포시 안전환경국 환경과,2025-04-30
군포국민체육센터,체육관,802,경기도 군포시 군포로 339 (부곡동),37.338733,126.936563,2021,화학사고,031-390-0732,경기도 군포시 안전환경국 환경과,2025-04-30
대야동행정복지센터,관공서,1340,경기 군포시 대야2로 139 (대야미동),37.33028283,126.9153444,2024,화학사고,031-390-0732,경기도 군포시 안전환경국 환경과,2025-04-30
고령군민체육관,2층 체육관,2290,경북 고령군 대가야읍 대가야로 1440 (쾌빈리),35.73714814,128.2721173,2025,화학사고,054-950-6523,경상북도 고령군 환경과,2025-08-25
중현 복지회관,대회의실,570,경상남도 남해군 서면 남서대로 2647(중현리),34.87534203,127.8278863,2021,화학사고,055-860-3273,경상남도 남해군 환경과,2021-09-29
재산면사무소,면사무소,333,경상북도 봉화군 재산면 대내골길 4 (현동리),36.815968,128.961903,2021,화학사고,054-679-6403,경상북도 봉화군 녹색환경과,2025-08-25
상운면사무소,면사무소,306,경상북도 봉화군 상운면 예봉로 1281 (가곡리),36.833738,128.755216,2021,화학사고,054-679-6403,경상북도 봉화군 녹색환경과,2025-08-25
춘양면사무소,면사무소,792,경상북도 봉화군 춘양면 의양로5길 19 (의양리),36.935094,128.914855,2021,화학사고,054-679-6403,경상북도 봉화군 녹색환경과,2025-08-25
극락초등학교,강당,574,광주광역시 서구 상무버들로54번길 5(유촌동),35.16561657,126.8581956,2021,화학사고,062-360-7659,광주광역시 서구 환경교통국 기후환경과,2021-10-30
염주종합체육관,체육관,14320,광주광역시 서구 금화로 278 (풍암동),35.13530798,126.8788569,2021,화학사고,062-360-7659,광주광역시 서구 환경교통국 기후환경과,2021-10-30
빛고을초등학교,강당,684,광주광역시 서구 동천로 7 (동천동),35.16932715,126.8593374,2021,화학사고,062-360-7659,광주광역시 서구 환경교통국 기후환경과,2021-10-30
한국자활연수원,강의실 객실,4296,충청북도 충주시 안심1길 143(안림동),36.983397,127.960744,2021,화학사고,043-850-3673,충청북도 충주시 환경국 대기환경과,2021-09-23
용산초등학교,본관,2545,충청북도 충주시 남산로 109(용산동),36.96265,127.944233,2021,화학사고,043-850-3673,충청북도 충주시 환경국 대기환경과,2021-09-23
덕신초등학교,본관,254,충청북도 충주시 주덕읍 매남구술길 12(제내리),36.993853,127.783953,2021,화학사고,043-850-3673,충청북도 충주시 환경국 대기환경과,2021-09-23
응봉초등학교,체육관,275,충청남도 예산군 응봉면 예당로 1504(증곡리),36.65641102,126.7700386,2021,화학사고,041-339-7512,충청남도 예산군 산업건설국 환경과,2021-10-12
고덕초등학교,체육관,283,충청남도 예산군 고덕면 황금뜰로 203(대천리),36.74821242,126.7025903,2021,화학사고,041-339-7512,충청남도 예산군 산업건설국 환경과,2021-10-12
중앙탑면사무소,본관,63,충청북도 충주시 중앙탑면 중앙탑길 247(탑평리),37.028985,127.857015,2021,화학사고,043-850-3673,충청북도 충주시 환경국 대기환경과,2021-09-23
